date,Mkt-RF,SMB,HML,RF
2009-04-27,-0.95,-0.49,-1.68,0.001
2009-04-28,-0.2,0.9,0.11,0.001
2009-04-29,2.41,0.87,1.02,0.001
2009-04-30,-0.04,-0.46,-0.4,0.001
2009-05-01,0.45,-0.67,0.37,0
2009-05-04,3.36,-0.2,2.52,0
2009-05-05,-0.27,0.22,-0.03,0
2009-05-06,1.45,-1.88,2.32,0
2009-05-07,-1.42,-0.82,-0.67,0
2009-05-08,2.48,0.39,2.56,0
2009-05-11,-2.01,1.03,-2.15,0
2009-05-12,-0.31,-0.93,-1.48,0
2009-05-13,-2.91,-1.55,-1.46,0
2009-05-14,1.11,0.66,0.62,0
2009-05-15,-1.02,0.5,-0.97,0
2009-05-18,3.13,0.45,1.77,0
2009-05-19,-0.04,0.03,-0.84,0
2009-05-20,-0.48,-0.15,-0.91,0
2009-05-21,-1.68,0.04,0.03,0
2009-05-22,-0.15,-0.42,-0.48,0
2009-05-26,2.78,1.58,0.55,0
2009-05-27,-1.8,0.16,-1.15,0
2009-05-28,1.35,-1.39,0.54,0
2009-05-29,1.38,0.49,-0.09,0
2009-06-01,2.72,1.4,-0.27,0
2009-06-02,0.29,0.86,-0.16,0
2009-06-03,-1.39,0.9,-1.1,0
2009-06-04,1.18,0.18,1.02,0
2009-06-05,-0.19,0.09,-0.44,0
2009-06-08,-0.2,-0.89,0.46,0
2009-06-09,0.49,0.32,-0.23,0
2009-06-10,-0.35,-0.4,-0.26,0
2009-06-11,0.63,-0.22,0.32,0
2009-06-12,0.03,-0.17,0.05,0
2009-06-15,-2.38,-0.3,-0.36,0
2009-06-16,-1.33,-0.19,-0.11,0
2009-06-17,-0.08,0.96,-1.11,0
2009-06-18,0.74,-0.53,0.28,0
2009-06-19,0.35,0.41,-0.09,0
2009-06-22,-3.08,-0.37,-0.81,0
2009-06-23,0.08,-1.1,0.08,0
2009-06-24,0.78,0.22,-0.01,0
2009-06-25,2.19,0.8,0.15,0
2009-06-26,0.04,1.53,0.13,0
2009-06-29,0.82,-1,0.32,0
2009-06-30,-0.74,0.21,-0.12,0
2009-07-01,0.54,1.48,0.32,0.001
2009-07-02,-2.89,-0.63,-1,0.001
2009-07-06,-0.03,-0.95,-1,0.001
2009-07-07,-1.93,0.15,-0.4,0.001
2009-07-08,-0.2,-0.57,-1.06,0.001
2009-07-09,0.35,-0.5,1.13,0.001
2009-07-10,-0.35,0.8,-0.25,0.001
2009-07-13,2.43,-0.42,1.26,0.001
2009-07-14,0.59,0.3,0.78,0.001
2009-07-15,2.98,0.61,1.27,0.001
2009-07-16,0.94,0.43,-0.04,0.001
2009-07-17,-0.05,-0.13,-0.16,0.001
2009-07-20,1.19,0.3,0.5,0.001
2009-07-21,0.31,-0.57,-0.71,0.001
2009-07-22,0.08,0.61,0.26,0.001
2009-07-23,2.37,0.63,1.07,0.001
2009-07-24,0.38,0.24,0.3,0.001
2009-07-27,0.3,0.11,0.96,0.001
2009-07-28,-0.2,0.31,-0.5,0.001
2009-07-29,-0.46,-0.08,-0.9,0.001
2009-07-30,1.24,0.33,1.49,0.001
2009-07-31,0.05,-0.12,1.21,0.001
2009-08-03,1.63,0.15,1.72,0.001
2009-08-04,0.32,0.46,0.83,0.001
2009-08-05,-0.3,-0.89,1.32,0.001
2009-08-06,-0.62,-1.07,0.23,0.001
2009-08-07,1.44,1.09,0.96,0.001
2009-08-10,-0.32,0.49,0.3,0.001
2009-08-11,-1.25,-0.15,-0.95,0.001
2009-08-12,1.21,0.49,0.37,0.001
2009-08-13,0.73,-0.25,1.06,0.001
2009-08-14,-0.97,-1.23,-0.14,0.001
2009-08-17,-2.46,-0.17,-1.57,0.001
2009-08-18,1.11,0.55,1.14,0.001
2009-08-19,0.72,0.34,-0.24,0.001
2009-08-20,1,0.03,0.75,0.001
2009-08-21,1.83,0.33,0.69,0.001
2009-08-24,-0.09,0.03,-0.09,0.001
2009-08-25,0.27,0.26,0.53,0.001
2009-08-26,-0.01,0.13,0.16,0.001
2009-08-27,0.21,-0.19,0.58,0.001
2009-08-28,-0.19,-0.43,0.72,0.001
2009-08-31,-0.86,-0.38,-0.91,0.001
2009-09-01,-2.15,-0.02,-1.77,0
2009-09-02,-0.28,0.06,-0.53,0
2009-09-03,0.93,0.14,0.84,0
2009-09-04,1.31,0.16,0.49,0
2009-09-08,0.88,0.2,0.12,0
2009-09-09,0.9,0.8,0.7,0
2009-09-10,1.08,0.45,1.13,0
2009-09-11,-0.1,0.08,0.06,0
2009-09-14,0.65,0.19,0.5,0
2009-09-15,0.44,0.51,0.81,0
2009-09-16,1.55,0.5,1.18,0
2009-09-17,-0.3,0.01,-0.47,0
2009-09-18,0.23,0.1,-0.15,0
2009-09-21,-0.27,-0.16,-0.68,0
2009-09-22,0.66,0.06,1.17,0
2009-09-23,-1,0.06,-0.83,0
2009-09-24,-1.07,-0.69,-1.31,0
2009-09-25,-0.64,0.14,-0.4,0
2009-09-28,1.79,0.41,0.94,0
2009-09-29,-0.12,-0.04,0.4,0
2009-09-30,-0.4,-0.57,-0.7,0
2009-10-01,-2.63,-0.7,-1.25,0
2009-10-02,-0.49,-0.23,-0.39,0
2009-10-05,1.54,0.19,1.66,0
2009-10-06,1.42,0.57,0.22,0
2009-10-07,0.28,-0.3,0.42,0
2009-10-08,0.82,0.24,0.57,0
2009-10-09,0.59,0.65,-0.34,0
2009-10-12,0.36,-0.5,0.3,0
2009-10-13,-0.22,0.1,-0.1,0
2009-10-14,1.73,0.15,0.89,0
2009-10-15,0.35,-0.21,-0.48,0
2009-10-16,-0.82,-0.11,-1.06,0
2009-10-19,0.92,0.01,0.16,0
2009-10-20,-0.69,-0.68,-0.53,0
2009-10-21,-0.9,-0.17,-0.34,0
2009-10-22,1.05,0.12,0.49,0
2009-10-23,-1.23,-0.77,-1.15,0
2009-10-26,-1.2,-0.06,-1.27,0
2009-10-27,-0.51,-0.58,-0.65,0
2009-10-28,-2.16,-1.54,-1.41,0
2009-10-29,2.2,-0.21,1.62,0
2009-10-30,-2.8,-0.16,-1.71,0
2009-11-02,0.54,-0.75,-0.43,0
2009-11-03,0.45,1.03,0.85,0
2009-11-04,0.03,-1.09,-0.38,0
2009-11-05,2.07,1.21,0.53,0
2009-11-06,0.24,-0.3,-0.34,0
2009-11-09,2.17,-0.42,1.45,0
2009-11-10,-0.05,-0.81,0.01,0
2009-11-11,0.52,0.32,0.26,0
2009-11-12,-1.12,-0.92,-0.69,0
2009-11-13,0.61,0.3,0.01,0
2009-11-16,1.54,1.21,0.31,0
2009-11-17,0.14,-0.18,-0.09,0
2009-11-18,-0.13,-0.44,0.36,0
2009-11-19,-1.39,-0.79,-0.62,0
2009-11-20,-0.33,0.22,-0.52,0
2009-11-23,1.3,0.41,-0.13,0
2009-11-24,-0.09,-0.23,-0.22,0
2009-11-25,0.47,-0.46,0.29,0
2009-11-27,-1.74,-0.56,-0.77,0
2009-11-30,0.28,-0.29,0.5,0
2009-12-01,1.28,0.53,-0.03,0
2009-12-02,0.18,0.98,-0.22,0
2009-12-03,-0.86,-0.36,-0.12,0
2009-12-04,0.7,1.57,0.74,0
2009-12-07,-0.15,0.38,-0.02,0
2009-12-08,-0.97,0.05,-0.15,0
2009-12-09,0.32,-0.2,0.09,0
2009-12-10,0.5,-0.97,0.01,0
2009-12-11,0.43,0.27,0.56,0
2009-12-14,0.8,0.67,0.31,0
2009-12-15,-0.48,0.22,-0.45,0
2009-12-16,0.19,0.48,0.7,0
2009-12-17,-1.18,0.2,-0.27,0
2009-12-18,0.68,0.29,0.05,0
2009-12-21,1.03,0.23,0.23,0
2009-12-22,0.43,0.61,-0.18,0
2009-12-23,0.36,0.88,-0.29,0
2009-12-24,0.51,-0.08,0.16,0
2009-12-28,0.08,-0.15,-0.29,0
2009-12-29,-0.09,0.07,-0.06,0
2009-12-30,0,-0.05,-0.19,0
2009-12-31,-0.99,-0.15,0.16,0
2010-01-04,1.69,0.64,1.03,0
2010-01-05,0.31,-0.5,1.09,0
2010-01-06,0.13,-0.24,0.45,0
2010-01-07,0.4,0.18,0.69,0
2010-01-08,0.33,0.38,0.02,0
2010-01-11,0.13,-0.17,-0.18,0
2010-01-12,-1,-0.27,-1.2,0
2010-01-13,0.85,0.27,0.37,0
2010-01-14,0.24,0.28,0,0
2010-01-15,-1.12,-0.13,-0.33,0
2010-01-19,1.26,0.31,0.22,0
2010-01-20,-0.98,-0.55,0.14,0
2010-01-21,-1.74,0.27,-0.87,0
2010-01-22,-2.14,0.48,-0.7,0
2010-01-25,0.37,-0.27,0.45,0
2010-01-26,-0.45,-0.12,-0.34,0
2010-01-27,0.53,0.29,-0.03,0
2010-01-28,-1.18,-0.62,0.4,0
2010-01-29,-0.97,-0.06,-0.36,0
2010-02-01,1.39,-0.18,0.99,0
2010-02-02,1.21,-0.36,0.62,0
2010-02-03,-0.49,0.11,-0.47,0
2010-02-04,-3.14,-0.22,-1.06,0
2010-02-05,0.29,-0.05,-0.02,0
2010-02-08,-0.79,0.04,-0.34,0
2010-02-09,1.33,0.38,0.52,0
2010-02-10,-0.17,0.33,0.16,0
2010-02-11,1.13,0.69,0.16,0
2010-02-12,-0.07,0.99,0.08,0
2010-02-16,1.75,-0.3,1.09,0
2010-02-17,0.49,0.1,0.14,0
2010-02-18,0.62,0.09,-0.01,0
2010-02-19,0.28,-0.01,0.56,0
2010-02-22,-0.05,0.06,0.33,0
2010-02-23,-1.24,0.17,-0.82,0
2010-02-24,0.94,-0.27,0.34,0
2010-02-25,-0.13,0.23,0.29,0
2010-02-26,0.13,-0.43,0.15,0
2010-03-01,1.2,1.17,0.15,0
2010-03-02,0.32,0.58,0.25,0
2010-03-03,0.09,0.14,0.14,0
2010-03-04,0.37,0.11,0.15,0
2010-03-05,1.43,0.41,0.58,0
2010-03-08,0.02,0.09,0.32,0
2010-03-09,0.21,0.24,-0.03,0
2010-03-10,0.53,0.1,0.58,0
2010-03-11,0.43,-0.09,-0.11,0
2010-03-12,-0.02,0.05,-0.33,0
2010-03-15,-0.02,-0.3,-0.49,0
2010-03-16,0.78,-0.15,0.6,0
2010-03-17,0.57,0.06,0.29,0
2010-03-18,-0.1,-0.13,-0.61,0
2010-03-19,-0.62,-0.61,-0.69,0
2010-03-22,0.67,0.88,-0.03,0
2010-03-23,0.8,0.38,0.31,0
2010-03-24,-0.6,-0.6,0.8,0
2010-03-25,-0.26,-0.43,-0.37,0
2010-03-26,0.06,-0.07,0.31,0
2010-03-29,0.59,-0.12,0.35,0
2010-03-30,0.04,0.24,-0.32,0
2010-03-31,-0.36,-0.47,0.1,0
2010-04-01,0.75,0.03,0.79,0.001
2010-04-05,0.95,1.1,0.9,0.001
2010-04-06,0.19,0.29,0.36,0.001
2010-04-07,-0.48,0.21,0.25,0.001
2010-04-08,0.31,-0.24,0.3,0.001
2010-04-09,0.66,-0.11,0.17,0.001
2010-04-12,0.23,0.35,-0.09,0.001
2010-04-13,0.07,0.11,0.02,0.001
2010-04-14,1.24,0.97,1.12,0.001
2010-04-15,0.11,0.62,-0.08,0.001
2010-04-16,-1.53,0.67,-1.53,0.001
2010-04-19,0.28,-0.9,0,0.001
2010-04-20,0.88,0.67,0.56,0.001
2010-04-21,-0.06,0.66,0.29,0.001
2010-04-22,0.37,0.74,0.65,0.001
2010-04-23,0.7,0.37,0.62,0.001
2010-04-26,-0.43,0.33,-0.06,0.001
2010-04-27,-2.34,0.06,-1.33,0.001
2010-04-28,0.56,-0.63,0.51,0.001
2010-04-29,1.34,0.47,0.49,0.001
2010-04-30,-1.72,-1,-0.85,0.001
2010-05-03,1.36,0.65,0.61,0.001
2010-05-04,-2.5,-0.64,-0.85,0.001
2010-05-05,-0.75,-0.67,-0.81,0.001
2010-05-06,-3.27,-0.26,-0.93,0.001
2010-05-07,-1.75,-1.35,-0.56,0.001
2010-05-10,4.47,1.05,1,0.001
2010-05-11,-0.17,1.13,-0.09,0.001
2010-05-12,1.63,1.43,0.24,0.001
2010-05-13,-1.12,0.26,-0.21,0.001
2010-05-14,-1.92,-0.31,-0.63,0.001
2010-05-17,0.11,-0.01,-0.5,0.001
2010-05-18,-1.41,-0.3,-0.8,0.001
2010-05-19,-0.63,-0.92,-0.09,0.001
2010-05-20,-3.99,-0.89,-1.18,0.001
2010-05-21,1.44,-0.3,1.28,0.001
2010-05-24,-1.19,0.25,-0.72,0.001
2010-05-25,-0.03,-0.51,0.63,0.001
2010-05-26,-0.35,0.79,0.43,0.001
2010-05-27,3.45,0.7,1.56,0.001
2010-05-28,-1.18,0.03,-0.55,0.001
2010-06-01,-1.89,-1.06,-1.66,0.001
2010-06-02,2.63,0.21,0.37,0.001
2010-06-03,0.54,0.61,-0.01,0.001
2010-06-04,-3.62,-1.26,-0.61,0.001
2010-06-07,-1.52,-1.14,-0.94,0.001
2010-06-08,0.9,-1.35,0.01,0.001
2010-06-09,-0.46,0.79,-0.28,0.001
2010-06-10,2.95,0.36,1.01,0.001
2010-06-11,0.62,0.87,0.18,0.001
2010-06-14,-0.06,0.57,0.23,0.001
2010-06-15,2.36,0.08,0.96,0.001
2010-06-16,-0.11,-0.16,-0.37,0.001
2010-06-17,0.08,-0.21,-0.42,0.001
2010-06-18,0.13,0.04,0.1,0.001
2010-06-21,-0.47,-0.59,0.11,0.001
2010-06-22,-1.63,-0.33,-0.9,0.001
2010-06-23,-0.29,0.03,0,0.001
2010-06-24,-1.65,0.08,-0.85,0.001
2010-06-25,0.48,1.13,0.74,0.001
2010-06-28,-0.23,-0.12,-0.47,0.001
2010-06-29,-3.23,-0.71,-1.18,0.001
2010-06-30,-0.98,0.03,-0.39,0.001
2010-07-01,-0.4,-0.32,-0.43,0.001
2010-07-02,-0.5,-0.32,-0.4,0.001
2010-07-06,0.33,-2,0.05,0.001
2010-07-07,3.17,0.09,0.35,0.001
2010-07-08,1,0.58,0.22,0.001
2010-07-09,0.81,0.66,0.55,0.001
2010-07-12,-0.11,-1.16,0.08,0.001
2010-07-13,1.76,1.64,0.55,0.001
2010-07-14,-0.04,-0.15,-0.74,0.001
2010-07-15,0.02,-0.85,-0.1,0.001
2010-07-16,-2.94,-0.57,-0.93,0.001
2010-07-19,0.54,-0.14,-0.19,0.001
2010-07-20,1.23,0.65,0.11,0.001
2010-07-21,-1.3,-0.38,-0.3,0.001
2010-07-22,2.37,1.26,0.52,0.001
2010-07-23,1.05,1.48,-0.3,0.001
2010-07-26,1.23,0.86,0.19,0.001
2010-07-27,-0.23,-0.34,0.34,0.001
2010-07-28,-0.82,-0.89,0.06,0.001
2010-07-29,-0.36,0.3,0.69,0.001
2010-07-30,0.06,0.04,-0.2,0.001
2010-08-02,2.08,-0.54,0.18,0.001
2010-08-03,-0.55,-0.44,-0.47,0.001
2010-08-04,0.74,0.43,-0.03,0.001
2010-08-05,-0.22,-0.8,0.14,0.001
2010-08-06,-0.36,-0.17,-0.23,0.001
2010-08-09,0.62,0.59,0.2,0.001
2010-08-10,-0.79,-1.23,-0.16,0.001
2010-08-11,-2.91,-1.08,-0.59,0.001
2010-08-12,-0.5,-0.03,-0.02,0.001
2010-08-13,-0.47,-0.81,0.32,0.001
2010-08-16,0.1,0.94,-0.19,0.001
2010-08-17,1.31,0.56,-0.1,0.001
2010-08-18,0.21,0.07,-0.04,0.001
2010-08-19,-1.74,-0.82,-0.48,0.001
2010-08-20,-0.28,0.31,-0.29,0.001
2010-08-23,-0.5,-0.94,-0.43,0.001
2010-08-24,-1.48,0.14,0.16,0.001
2010-08-25,0.45,1.03,0.01,0.001
2010-08-26,-0.76,-0.09,-0.16,0.001
2010-08-27,1.82,0.94,0.33,0.001
2010-08-30,-1.54,-0.84,-0.35,0.001
2010-08-31,0.01,-0.26,0.63,0.001
2010-09-01,3.05,0.62,0.55,0.001
2010-09-02,0.97,0.29,-0.37,0.001
2010-09-03,1.35,0.36,0.14,0.001
2010-09-07,-1.23,-0.8,-0.69,0.001
2010-09-08,0.65,0.04,0.11,0.001
2010-09-09,0.44,-0.45,0.47,0.001
2010-09-10,0.45,-0.09,-0.03,0.001
2010-09-13,1.3,1.16,0.11,0.001
2010-09-14,-0.06,-0.23,-0.5,0.001
2010-09-15,0.36,0.11,-0.24,0.001
2010-09-16,-0.07,-0.5,-0.75,0.001
2010-09-17,0.15,0.57,-0.53,0.001
2010-09-20,1.6,1.17,0.13,0.001
2010-09-21,-0.31,-0.31,-0.23,0.001
2010-09-22,-0.52,-0.57,-0.47,0.001
2010-09-23,-0.78,-0.1,-0.71,0.001
2010-09-24,2.19,0.96,0.52,0.001
2010-09-27,-0.46,0.17,-0.27,0.001
2010-09-28,0.58,0.51,0.09,0.001
2010-09-29,-0.17,0.63,-0.15,0.001
2010-09-30,-0.26,0.03,0.25,0.001
2010-10-01,0.43,-0.04,0.13,0.001
2010-10-04,-0.88,-0.7,-0.07,0.001
2010-10-05,2.11,0.76,0.11,0.001
2010-10-06,-0.1,-0.37,0.37,0.001
2010-10-07,-0.16,0.02,-0.18,0.001
2010-10-08,0.74,0.95,-0.09,0.001
2010-10-11,0.04,0.03,-0.24,0.001
2010-10-12,0.39,-0.02,0.06,0.001
2010-10-13,0.78,0.86,-0.17,0.001
2010-10-14,-0.38,0.38,-0.32,0.001
2010-10-15,0.18,-0.11,-1.04,0.001
2010-10-18,0.69,0.07,0.75,0.001
2010-10-19,-1.67,-0.69,0.33,0.001
2010-10-20,1.06,0.07,0.16,0.001
2010-10-21,0.11,-0.52,-0.54,0.001
2010-10-22,0.29,0.43,-0.38,0.001
2010-10-25,0.31,0.44,-0.45,0.001
2010-10-26,0.02,0.01,-0.17,0.001
2010-10-27,-0.24,-0.18,-0.27,0.001
2010-10-28,0.08,-0.62,-0.05,0.001
2010-10-29,0.07,0.32,-0.14,0.001
2010-11-01,-0.01,-0.65,-0.18,0.001
2010-11-02,0.9,1.28,-0.06,0.001
2010-11-03,0.38,-0.02,0.01,0.001
2010-11-04,1.94,0.52,0.96,0.001
2010-11-05,0.41,-0.05,0.52,0.001
2010-11-08,-0.12,0.44,-0.41,0.001
2010-11-09,-0.78,-0.42,-0.43,0.001
2010-11-10,0.53,0.57,0.5,0.001
2010-11-11,-0.35,-0.08,-0.01,0.001
2010-11-12,-1.29,-0.47,-0.06,0.001
2010-11-15,-0.09,0.21,0.28,0.001
2010-11-16,-1.58,-0.34,-0.14,0.001
2010-11-17,0.07,0.33,-0.2,0.001
2010-11-18,1.57,0.32,-0.25,0.001
2010-11-19,0.31,0.19,-0.09,0.001
2010-11-22,-0.02,0.56,-0.84,0.001
2010-11-23,-1.38,0.48,-0.33,0.001
2010-11-24,1.59,0.66,0.03,0.001
2010-11-26,-0.67,0.27,-0.28,0.001
2010-11-29,-0.13,0.03,0.42,0.001
2010-11-30,-0.59,-0.23,0.03,0.001
2010-12-01,2.12,-0.13,0.02,0.001
2010-12-02,1.23,-0.3,0.58,0.001
2010-12-03,0.35,0.41,0.01,0.001
2010-12-06,-0.03,0.77,-0.07,0.001
2010-12-07,0.1,0.35,0.06,0.001
2010-12-08,0.32,-0.45,0.42,0.001
2010-12-09,0.42,0,0.63,0.001
2010-12-10,0.67,0.46,0.17,0.001
2010-12-13,-0.08,-0.56,0.08,0.001
2010-12-14,0.09,-0.07,-0.08,0.001
2010-12-15,-0.49,0.2,-0.58,0.001
2010-12-16,0.7,0.42,-0.1,0.001
2010-12-17,0.15,0.11,-0.07,0.001
2010-12-20,0.23,0.03,0.39,0.001
2010-12-21,0.68,0.36,0.69,0.001
2010-12-22,0.29,-0.31,0.69,0.001
2010-12-23,-0.16,0.08,-0.3,0.001
2010-12-27,0.08,0.22,0.33,0.001
2010-12-28,0,-0.42,0.2,0.001
2010-12-29,0.17,0.1,-0.07,0.001
2010-12-30,-0.11,0.11,0.03,0.001
2010-12-31,-0.1,-0.62,0.26,0.001
2011-01-03,1.18,0.5,0.66,0
2011-01-04,-0.26,-1.35,0.09,0
2011-01-05,0.59,0.65,-0.03,0
2011-01-06,-0.15,-0.07,-0.4,0
2011-01-07,-0.21,-0.28,-0.09,0
2011-01-10,-0.02,0.53,-0.09,0
2011-01-11,0.39,0.11,0.22,0
2011-01-12,0.87,-0.02,0.13,0
2011-01-13,-0.17,0.12,-0.3,0
2011-01-14,0.69,0.04,0.46,0
2011-01-18,0.18,0.08,-0.43,0
2011-01-19,-1.24,-1.37,-0.5,0
2011-01-20,-0.3,-1,0.6,0
2011-01-21,0.11,-0.87,0.55,0
2011-01-24,0.65,0.25,-0.15,0
2011-01-25,0.02,0.01,0.05,0
2011-01-26,0.6,1.35,-0.24,0
2011-01-27,0.26,-0.08,0.32,0
2011-01-28,-1.88,-0.84,0.05,0
2011-01-31,0.71,-0.03,-0.19,0
2011-02-01,1.75,0.53,0.53,0.001
2011-02-02,-0.26,-0.08,-0.34,0.001
2011-02-03,0.26,-0.04,-0.07,0.001
2011-02-04,0.29,0.08,-0.4,0.001
2011-02-07,0.7,0.27,0.5,0.001
2011-02-08,0.48,0.26,-0.06,0.001
2011-02-09,-0.31,-0.21,-0.08,0.001
2011-02-10,0.12,0.37,-0.2,0.001
2011-02-11,0.67,0.43,0.35,0.001
2011-02-14,0.3,0.23,0.01,0.001
2011-02-15,-0.38,-0.37,0.34,0.001
2011-02-16,0.68,0.38,0.18,0.001
2011-02-17,0.37,0.35,0.4,0.001
2011-02-18,0.12,-0.13,-0.05,0.001
2011-02-22,-2.19,-0.53,-0.18,0.001
2011-02-23,-0.78,-1.16,0.46,0.001
2011-02-24,0.04,0.7,-0.37,0.001
2011-02-25,1.22,1.02,0.26,0.001
2011-02-28,0.42,-0.45,0.33,0.001
2011-03-01,-1.58,-0.3,-0.04,0
2011-03-02,0.28,0.34,-0.12,0
2011-03-03,1.76,0.44,0,0
2011-03-04,-0.67,0.3,-0.5,0
2011-03-07,-0.96,-0.73,0.17,0
2011-03-08,0.97,0.52,0.51,0
2011-03-09,-0.17,-0.26,0.37,0
2011-03-10,-1.93,-0.75,-0.3,0
2011-03-11,0.69,-0.37,0.21,0
2011-03-14,-0.59,0.11,-0.39,0
2011-03-15,-1.05,0.27,-0.2,0
2011-03-16,-1.77,0.61,-0.02,0
2011-03-17,1.12,-0.81,0.62,0
2011-03-18,0.49,0.6,0.13,0
2011-03-21,1.58,0.95,-0.04,0
2011-03-22,-0.34,-0.09,-0.06,0
2011-03-23,0.31,0.19,-0.39,0
2011-03-24,0.96,-0.12,-0.45,0
2011-03-25,0.41,0.44,0.04,0
2011-03-28,-0.35,0.04,-0.21,0
2011-03-29,0.74,0.28,-0.13,0
2011-03-30,0.79,0.43,0.06,0
2011-03-31,-0.11,0.59,-0.35,0
2011-04-01,0.52,-0.08,0.27,0
2011-04-04,0.09,0.26,-0.11,0
2011-04-05,0.08,0.49,-0.3,0
2011-04-06,0.21,-0.17,0.45,0
2011-04-07,-0.2,-0.2,-0.18,0
2011-04-08,-0.47,-0.56,-0.16,0
2011-04-11,-0.39,-0.6,-0.23,0
2011-04-12,-0.84,-0.64,-0.03,0
2011-04-13,0.11,0.14,-0.55,0
2011-04-14,0,0.34,-0.18,0
2011-04-15,0.44,0.56,0.08,0
2011-04-18,-1.15,-0.39,-0.34,0
2011-04-19,0.5,-0.35,-0.08,0
2011-04-20,1.45,0.57,-0.51,0
2011-04-21,0.56,0.31,-0.02,0
2011-04-25,-0.16,-0.08,0.01,0
2011-04-26,0.89,0.15,-0.1,0
2011-04-27,0.66,-0.06,-0.3,0
2011-04-28,0.32,-0.17,0.18,0
2011-04-29,0.29,0.19,0.02,0
2011-05-02,-0.28,-0.89,-0.09,0
2011-05-03,-0.5,-0.98,0.1,0
2011-05-04,-0.74,-0.53,-0.2,0
2011-05-05,-0.82,0.51,-0.41,0
2011-05-06,0.46,0.02,-0.09,0
2011-05-09,0.55,0.66,-0.35,0
2011-05-10,0.86,0.66,0.23,0
2011-05-11,-1.09,-0.62,-0.49,0
2011-05-12,0.52,0.34,-0.51,0
2011-05-13,-0.88,-0.45,-0.19,0
2011-05-16,-0.76,-1,0.37,0
2011-05-17,-0.11,-0.42,0.03,0
2011-05-18,1.02,0.67,-0.21,0
2011-05-19,0.22,0.01,-0.13,0
2011-05-20,-0.73,0.03,-0.1,0
2011-05-23,-1.29,-0.52,0,0
2011-05-24,-0.14,-0.29,0.06,0
2011-05-25,0.45,1.01,-0.19,0
2011-05-26,0.52,0.67,-0.21,0
2011-05-27,0.49,0.19,0.2,0
2011-05-31,1.04,0.38,0,0
2011-06-01,-2.33,-0.71,-0.21,0
2011-06-02,-0.1,-0.05,0.15,0
2011-06-03,-1.1,-0.54,0.16,0
2011-06-06,-1.18,-0.27,-0.37,0
2011-06-07,-0.04,0.33,-0.14,0
2011-06-08,-0.54,-0.74,0.05,0
2011-06-09,0.75,-0.07,-0.02,0
2011-06-10,-1.37,-0.19,0.36,0
2011-06-13,0.01,-0.46,0.29,0
2011-06-14,1.36,1.03,-0.25,0
2011-06-15,-1.72,-0.02,-0.18,0
2011-06-16,0.12,-0.1,0.38,0
2011-06-17,0.25,-0.42,0.66,0
2011-06-20,0.58,0.38,-0.05,0
2011-06-21,1.52,0.93,-0.3,0
2011-06-22,-0.62,-0.09,0.1,0
2011-06-23,-0.14,0.61,-0.83,0
2011-06-24,-1.1,0.42,0.06,0
2011-06-27,0.89,0.05,-0.06,0
2011-06-28,1.36,0.39,-0.34,0
2011-06-29,0.77,-0.67,0.59,0
2011-06-30,0.99,0.19,-0.23,0
2011-07-01,1.45,-0.01,0.09,0
2011-07-05,-0.08,0.15,-0.73,0
2011-07-06,0.18,0.38,-0.44,0
2011-07-07,1.1,0.51,-0.04,0
2011-07-08,-0.67,-0.04,-0.37,0
2011-07-11,-1.91,-0.23,-0.1,0
2011-07-12,-0.45,0.05,0.44,0
2011-07-13,0.45,0.56,-0.18,0
2011-07-14,-0.82,-0.82,0.22,0
2011-07-15,0.58,0.05,-0.36,0
2011-07-18,-0.94,-0.63,-0.36,0
2011-07-19,1.72,0.56,-0.88,0
2011-07-20,-0.1,-0.23,0.67,0
2011-07-21,1.29,-0.28,0.85,0
2011-07-22,0.1,-0.1,-0.69,0
2011-07-25,-0.68,-0.57,0.11,0
2011-07-26,-0.47,-0.37,0.12,0
2011-07-27,-2.16,-0.81,0.66,0
2011-07-28,-0.31,0.16,-0.24,0
2011-07-29,-0.56,0.24,0.02,0
2011-08-01,-0.4,-0.2,0.26,0
2011-08-02,-2.68,-0.53,0.21,0
2011-08-03,0.58,0.26,-0.46,0
2011-08-04,-5.04,-0.88,0.51,0
2011-08-05,-0.36,-1.27,-0.27,0
2011-08-08,-6.97,-1.62,-1.15,0
2011-08-09,4.97,1.09,0.21,0
2011-08-10,-4.3,-0.7,-0.87,0
2011-08-11,4.72,0.42,0.33,0
2011-08-12,0.54,-0.27,-1.34,0
2011-08-15,2.25,0.5,0.89,0
2011-08-16,-1.07,-0.8,0.01,0
2011-08-17,-0.01,-0.31,0.73,0
2011-08-18,-4.65,-1.05,0.81,0
2011-08-19,-1.55,0.09,-0.24,0
2011-08-22,-0.03,0.02,-0.72,0
2011-08-23,3.6,1.21,-0.97,0
2011-08-24,1.35,-0.06,0.83,0
2011-08-25,-1.67,-0.89,0.44,0
2011-08-26,1.74,0.87,-1.07,0
2011-08-29,3.11,1.64,0.61,0
2011-08-30,0.32,0.22,-0.66,0
2011-08-31,0.42,-0.7,0.23,0
2011-09-01,-1.33,-1.16,-0.53,0
2011-09-02,-2.64,-0.87,-0.4,0
2011-09-06,-0.71,0.43,-0.54,0
2011-09-07,3.06,1.05,0.56,0
2011-09-08,-1.18,-0.82,-0.34,0
2011-09-09,-2.65,-0.21,0.13,0
2011-09-12,0.68,0.05,0.12,0
2011-09-13,1.12,0.75,-0.49,0
